id	topic_id	thread_id	type	formula
q_121	A.216	3836576	question	\int_0^{+ \infty} \frac{ \mathrm d x}{e^x+ \sin (2n \pi x)} \ge \frac{1}{n} \sum_{k=0}^\infty \frac{1}{\sqrt{e^{2(k+1)/n} -1 }}
q_122	A.216	3836576	question	n \to \infty
q_123	A.216	3836576	question	\int_0^{+ \infty} \frac{\mathrm d y}{\sqrt{e^{2y}-1}} = \frac{\pi}{2}
q_124	A.216	3836576	question	\pi/2
q_125	A.216	3836576	question	+ \infty
q_126	A.216	3836576	question	t
q_127	A.216	3836576	question	1
q_128	A.216	3836576	question	2
q_129	A.216	3836576	question	\pi/2
q_130	A.217	3867098	question	x^2/a^2 + y^2/b^2 = 1
q_131	A.217	3867098	question	(a\cos\theta, b\sin \theta)
q_132	A.217	3867098	question	(a\cos\theta, -b\sin \theta)
q_133	A.217	3867098	question	\theta
q_134	A.217	3867098	question	\theta
q_135	A.218	3544191	question	 R(m, n) \leq R(m-1, n)+R(m, n-1) 
q_136	A.218	3544191	question	R(m,2)=m
q_137	A.218	3544191	question	R(2,n)=n
q_138	A.218	3544191	question	R(m, n) \leq\left(\begin{array}{c}{m+n-2} \\ {m-1}\end{array}\right)
q_139	A.219	3553394	question	\dbinom{n+r+1}{r}=\sum_{k=0}^{r}\dbinom{n+k}{k}
q_140	A.220	3807773	title	\sum_{k=0}^{n} \binom{x+k}{k}=\binom{x+n+1}{n}
q_141	A.220	3807773	question	\sum_{k=0}^{n} \binom{x+k}{k}=\binom{x+n+1}{n}
q_142	A.221	3866364	title	2
q_143	A.221	3866364	question	n
q_144	A.221	3866364	question	f(n)
q_145	A.221	3866364	question	2
q_146	A.221	3866364	question	n
q_147	A.221	3866364	question	2
q_148	A.221	3866364	question	2 \times 22^2 + \frac{222}{2}
q_149	A.221	3866364	question	g(n) = \text{max}_{1 \le m \le n} f(m).
q_150	A.221	3866364	question	f(1) = 2
q_151	A.221	3866364	question	1 = \frac 22
q_152	A.221	3866364	question	f(11) = 3
q_153	A.221	3866364	question	11 = \frac{22}{2}
q_154	A.221	3866364	question	f(n)
q_155	A.221	3866364	question	g(n)
q_156	A.221	3866364	question	n
q_157	A.221	3866364	question	n
q_158	A.221	3866364	question	2^k + n'
q_159	A.221	3866364	question	n' < 2^k
q_160	A.221	3866364	question	2^k
q_161	A.221	3866364	question	n
q_162	A.221	3866364	question	f(n) \le f(k) + 1 + f(n')
q_163	A.221	3866364	question	\ell(n) = \lfloor \log_2 n \rfloor
q_164	A.221	3866364	question	g(n) \le \sum_{k=1}^{\ell(n)} \left( g(k) + 1 \right).
q_165	A.221	3866364	question	\ell(n) \ell^2(n) \ell^3(n) \dots
q_166	A.221	3866364	question	f(14885392687) \le 36
q_167	A.221	3866364	question	\ell(14885392687) = 33
q_168	A.221	3866364	question	g(n) = O(\log n)
q_169	A.221	3866364	question	2
q_170	A.221	3866364	question	4
q_171	A.221	3866364	question	N
q_172	A.222	3925202	title	11
q_173	A.222	3925202	question	11
q_174	A.222	3925202	question	(x+x^2/2!+x^3/3!+...)^4
q_175	A.222	3925202	question	(e^x-1)^4
q_176	A.223	3859728	title	\sum_{i=0}^n {n+i\choose i}\frac{1}{2^i} = 2^n
q_177	A.223	3859728	question	\displaystyle\sum_{i=0}^n {n+i\choose i}\frac{1}{2^i} = 2^n
q_178	A.223	3859728	question	2^n
q_179	A.223	3859728	question	n
q_180	A.223	3859728	question	B_i
q_181	A.223	3859728	question	{n+i\choose i}\frac{1}{2^i}
q_182	A.223	3859728	question	{n+i\choose i}
q_183	A.223	3859728	question	n+i
q_184	A.223	3859728	question	i
q_185	A.223	3859728	question	i
q_186	A.223	3859728	question	n+i
q_187	A.223	3859728	question	{n+i\choose i}
q_188	A.223	3859728	question	i
q_189	A.224	3779318	title	\varepsilon
q_190	A.224	3779318	title	\delta
q_191	A.224	3779318	question	f(x)
q_192	A.224	3779318	question	f(x) = 1
q_193	A.224	3779318	question	x<1
q_194	A.224	3779318	question	x>2
q_195	A.224	3779318	question	f(x) = 100
q_196	A.224	3779318	question	x = 1.5
q_197	A.224	3779318	question	f(x)
q_198	A.224	3779318	question	\varepsilon
q_199	A.224	3779318	question	\delta
q_200	A.224	3779318	question	\delta
q_201	A.224	3779318	question	0.5
q_202	A.224	3779318	question	f(x)
q_203	A.224	3779318	question	x = 1.5
q_204	A.224	3779318	question	\delta
q_205	A.224	3779318	question	f(x)
q_206	A.224	3779318	question	x = 1.5
q_207	A.224	3779318	question	\varepsilon
q_208	A.224	3779318	question	\delta
q_209	A.224	3779318	question	f(x)
q_210	A.224	3779318	question	x_0
q_211	A.224	3779318	question	\varepsilon
q_212	A.224	3779318	question	\delta
q_213	A.224	3779318	question	|f(x) - f(x_0)|<\varepsilon
q_214	A.224	3779318	question	x
q_215	A.224	3779318	question	f
q_216	A.224	3779318	question	|x-x_0|<\delta
q_217	A.225	3814866	question	\alpha,\beta
q_218	A.225	3814866	question	\alpha^3-3\alpha^2+5\alpha-17=0\tag{1}
q_219	A.225	3814866	question	\beta^3-3\beta^2+5\beta+11=0\tag{2}
q_220	A.225	3814866	question	\alpha+\beta
q_221	A.225	3814866	question	\alpha_1+\alpha_2+\alpha_3=3
q_222	A.225	3814866	question	\beta_1+\beta_2+\beta_3=3
q_223	A.225	3814866	question	\alpha_1+\alpha_2+\alpha_3+\beta_1+\beta_2+\beta_3=6
q_224	A.226	3836908	title	x^{x^y}=y
q_225	A.226	3836908	question	x^{x^y}=y
q_226	A.226	3836908	question	(1/e^e,1/e)=(e^{-e},e^{-1})
q_227	A.226	3836908	question	x^y=y
q_228	A.226	3836908	question	(x,y)=\left(t^{1/t},t\right),\qquad0<t<\infty.
q_229	A.226	3836908	question	(0,0)
q_230	A.226	3836908	question	(0,1)
q_231	A.226	3836908	question	0,1,x,x^x,x^{x^x},x^{x^{x^x}},\ldots
q_232	A.226	3836908	question	x^{x^y}=y
q_233	A.226	3836908	question	x
q_234	A.226	3836908	question	e^{-e}
q_235	A.227	3638119	title	1+2+3... =-\frac{1}{12}
q_236	A.227	3638119	question	1+2+3...=-\dfrac{1}{12}
q_237	A.227	3638119	question	 \frac{x(x+1)}{2} 
q_238	A.227	3638119	question	1+2+3...
q_239	A.227	3638119	question	x
q_240	A.227	3638119	question	n
q_241	A.227	3638119	question	y
q_242	A.227	3638119	question	n
q_243	A.227	3638119	question	 \sum^{n}_{i=1}1+2+3...=\frac{x(x+1)}{2} 
q_244	A.227	3638119	question	x=0,-1
q_245	A.227	3638119	question	-1
q_246	A.227	3638119	question	0
q_247	A.227	3638119	question	x
q_248	A.227	3638119	question	 \int_{-1}^{0} \frac{x(x+1)}{2}\:dx=-\frac{1}{12} 
q_249	A.227	3638119	question	x
q_250	A.228	3639669	question	\quad f(x)=\int_{0 }^{+\infty}cos\left(\frac{t^3}{3}+xt\right) d t
q_251	A.228	3639669	question	F(x, y)=\int_{-\infty}^{+\infty} f(t+x) f(t+y) d t
q_252	A.229	3707293	question	\int_{0}^{1}\big\lbrace\frac{1}{x}\big\rbrace \big\lbrace\frac{1}{1-x}\big\rbrace \big\lbrace1-\frac{1}{x}\big\rbrace dx
q_253	A.229	3707293	question	\big\lbrace x\big\rbrace
q_254	A.229	3707293	question	x
q_255	A.229	3707293	question	\int_{0}^{a}f(x)dx=\int_{0}^{a}f(a-x)dx
q_256	A.230	3885662	question	c
q_257	A.230	3885662	question	n_1, …, n_c
q_258	A.230	3885662	question	R(n_1, …, n_c)
q_259	A.230	3885662	question	R(n_1, ..., n_c)
q_260	A.230	3885662	question	R(n_1,n_2,..n_c) 
q_261	A.230	3885662	question	R(n_2,n_1,..n_c) 
q_262	A.230	3885662	question	 {n_1,n_2,..n_c}
q_263	A.230	3885662	question	R(m,n)=R(n,m)
q_264	A.231	3585900	question	\frac{1}{א_0}
q_265	A.231	3585900	question	\lim_{x\to\infty} \frac{1}{x} =0
q_266	A.231	3585900	question	\infty
q_267	A.231	3585900	question	א_0
q_268	A.232	3707334	question	||\cdot||
q_269	A.232	3707334	question	\mathbb{R}^n
q_270	A.232	3707334	question	 \left\lVert A \right\rVert = \max_{\mathbf v\not =0}\frac{\left\lVert A\mathbf v \right\rVert}{\left\lVert \mathbf v \right\rVert} \qquad for \quad A \in \mathbb{R}^{n\times n}.
q_271	A.232	3707334	question	\left\lVert A \right\rVert =\max_{\Vert \mathbf w\Vert = 1}\Vert A \mathbf w\Vert.
q_272	A.232	3707334	question	\mathbf v= \frac{\left\Vert\mathbf v\right\rVert\mathbf v}{\left\Vert\mathbf v\right\rVert}=\mathbf w\left\Vert\mathbf v\right\rVert 
q_273	A.232	3707334	question	\mathbf w= \frac{\mathbf v}{||\mathbf v||}
q_274	A.232	3707334	question	||\mathbf w||=1
q_275	A.232	3707334	question	 \left\lVert A \right\rVert = \max_{v\not =0}\frac{\left\lVert A\mathbf v \right\rVert}{\left\lVert \mathbf v \right\rVert}= \max_{v\not =0}\frac{\left\lVert A(\mathbf w\left\Vert\mathbf v\right\rVert )\right\rVert}{\left\lVert \mathbf v \right\rVert}=\max_{\mathbf v\not=0}\frac{||\mathbf v||}{||\mathbf v||}\Vert A \mathbf w\Vert.
q_276	A.232	3707334	question	\left\lVert A \right\rVert =\max_{\Vert \mathbf w\Vert = 1}\Vert A \mathbf w\Vert \quad for \quad \mathbf w \in \mathbb{R}^n .
q_277	A.232	3707334	question	\left\lVert A \right\rVert =\max_{\Vert \mathbf w\Vert = 1}\Vert A \mathbf w\Vert \quad for \quad \mathbf w \in \mathbb{R}^n \setminus \{\mathbf 0\} .
q_278	A.232	3707334	question	\mathbf w=\mathbf 0
q_279	A.232	3707334	question	||\mathbf w||=0
q_280	A.232	3707334	question	||\mathbf w||=1.
q_281	A.233	3793517	title	f\in C^\infty(M)
q_282	A.233	3793517	question	p\in M
q_283	A.233	3793517	question	M
q_284	A.233	3793517	question	p\in M
q_285	A.233	3793517	question	v:C^\infty(M)\to \mathbb{R}
q_286	A.233	3793517	question	p
q_287	A.233	3793517	question	\begin{align*} v(fg) = f(p)vg + g(p)vf \end{align*}
q_288	A.233	3793517	question	f,g\in C^\infty(M)
q_289	A.233	3793517	question	M=\mathbb{R}^n
q_290	A.233	3793517	question	\mathbb{R}^n
q_291	A.233	3793517	question	f\in C^\infty(M)
q_292	A.233	3793517	question	\gamma:J\to M
q_293	A.233	3793517	question	f\in C^\infty(M)
q_294	A.233	3793517	question	\begin{align*} \left.\frac{d}{dt}(f\circ \gamma)(t)\right|_{t=0}. \end{align*}
q_295	A.233	3793517	question	\mathbb{R}^n
q_296	A.233	3793517	question	f\in C^\infty(M)
q_297	A.234	3580206	question	f
q_298	A.234	3580206	question	f(Z)
q_299	A.234	3580206	question	Z = \{a \in X : f'(a) = 0\}
q_300	A.234	3580206	question	Z
q_301	A.234	3580206	question	f
q_302	A.235	3831521	title	ax^2 + bx + c = y^2
q_303	A.235	3831521	question	ax^2 + bx + c = y^2
q_304	A.235	3831521	question	X = 2ax + b
q_305	A.235	3831521	question	Y = 2y
q_306	A.235	3831521	question	X^2 - dY^2 = n
q_307	A.235	3831521	question	n = b^2 - 4ac
q_308	A.235	3831521	question	d = a
q_309	A.235	3831521	question	X^2 - dY^2 = n
q_310	A.236	3781547	question	\boldsymbol{\alpha}=(\alpha_1,\ldots,\alpha_K)
q_311	A.236	3781547	question	 D(x_1, \ldots, x_K) = \frac{1}{\mathrm{B}(\boldsymbol\alpha)} \prod_{i=1}^K x_i^{\alpha_i - 1} 
q_312	A.236	3781547	question	 \mathrm{B}(\boldsymbol\alpha) = \frac{\prod_{i=1}^K \Gamma(\alpha_i)}{\Gamma\left(\sum_{i=1}^K \alpha_i\right)}. 
q_313	A.236	3781547	question	K = 2
q_314	A.236	3781547	question	\alpha_1 = \alpha_2 = 1
q_315	A.236	3781547	question	 D(x_1, x_2) = 1/\mathrm{B(\boldsymbol\alpha)} 
q_316	A.236	3781547	question	 \mathrm{B}(\boldsymbol\alpha) = \Gamma(1)^2 / \Gamma(2) = 1 
q_317	A.236	3781547	question	D(x_1, x_2) = 1
q_318	A.236	3781547	question	x_1, x_2
q_319	A.236	3781547	question	D(x_1, x_2)
q_320	A.236	3781547	question	1
q_321	A.236	3781547	question	R^2
q_322	A.236	3781547	question	x_i \ge 0
q_323	A.236	3781547	question	x_1 + x_2 = 1
q_324	A.236	3781547	question	(0, 1)
q_325	A.236	3781547	question	(1, 0)
q_326	A.236	3781547	question	\sqrt{2}
q_327	A.236	3781547	question	\sqrt{2}
q_328	A.236	3781547	question	1
q_329	A.236	3781547	question	K=3
q_330	A.236	3781547	question	\sqrt{2}
q_331	A.236	3781547	question	B(\boldsymbol\alpha) = 1/\Gamma(3) = 1/2
q_332	A.237	3680480	question	p \land \lnot q \to r
q_333	A.237	3680480	question	p \land \lnot q \to r \land q
q_334	A.237	3680480	question	(p \to r) \leftrightarrow (q \to r)
q_335	A.237	3680480	question	p \land \lnot q \land r
q_336	A.238	3707961	question	R
q_337	A.238	3707961	question	A
q_338	A.238	3707961	question	R
q_339	A.238	3707961	question	a,b,c \in A
q_340	A.238	3707961	question	a R a
q_341	A.238	3707961	question	a R b
q_342	A.238	3707961	question	b R a
q_343	A.238	3707961	question	a R b
q_344	A.238	3707961	question	b R c
q_345	A.238	3707961	question	aRc
q_346	A.238	3707961	question	R
q_347	A.238	3707961	question	R
q_348	A.238	3707961	question	R
q_349	A.238	3707961	question	\sim
q_350	A.238	3707961	question	\sim
q_351	A.238	3707961	question	a,b,c \in A
q_352	A.238	3707961	question	a \sim a
q_353	A.238	3707961	question	\sim
q_354	A.238	3707961	question	a\sim b
q_355	A.238	3707961	question	b \sim a
q_356	A.238	3707961	question	\sim
q_357	A.238	3707961	question	a\sim b
q_358	A.238	3707961	question	b \sim c
q_359	A.238	3707961	question	a\sim c
q_360	A.238	3707961	question	\sim
q_361	A.238	3707961	question	\sim
q_362	A.238	3707961	question	\sim
q_363	A.238	3707961	question	\sim
q_364	A.238	3707961	question	\sim
q_365	A.238	3707961	question	\sim
q_366	A.238	3707961	question	R
q_367	A.238	3707961	question	R
q_368	A.239	3865731	question	R
q_369	A.239	3865731	question	(x, y) \in R
q_370	A.239	3865731	question	(y, x) \in R
q_371	A.239	3865731	question	(x, y)
q_372	A.239	3865731	question	(y, x)
q_373	A.239	3865731	question	(x, x) \in R
q_374	A.240	3511471	question	\Delta  = b^2 – 4ac
q_375	A.240	3511471	question	X = (–b \pm \sqrt\Delta)/2a)
q_376	A.241	3629677	title	n^3 +6n^2-7n
q_377	A.241	3629677	question	n = 2, 3, 4, ...
q_378	A.241	3629677	question	n^3 +6n^2-7n
q_379	A.241	3629677	question	6
q_380	A.242	3879372	title	p
q_381	A.242	3879372	title	3
q_382	A.242	3879372	title	24
q_383	A.242	3879372	title	p^2-1
q_384	A.242	3879372	question	p
q_385	A.242	3879372	question	3
q_386	A.242	3879372	question	24
q_387	A.242	3879372	question	p^2-1
q_388	A.242	3879372	question	(p+1)(p-1) = p^2-1
q_389	A.242	3879372	question	\frac{(p+1)(p-1)}{24}=k
q_390	A.242	3879372	question	k \in \Bbb Z.
q_391	A.242	3879372	question	24 = 2^3 \cdot 3
q_392	A.242	3879372	question	24=2^3\cdot3\vert(p+1)(p-1).
q_393	A.243	3903856	title	2^{2k}-x^2\bigm|2^{2k}-1
q_394	A.243	3903856	title	x=1
q_395	A.243	3903856	question	y=2^k
q_396	A.243	3903856	question	k\geq1
q_397	A.243	3903856	question	0<x<2^k
q_398	A.243	3903856	question	2^{2k}-x^2\bigm|2^{2k}-1
q_399	A.243	3903856	question	x=1
q_400	A.243	3903856	question	2^{2k}-1
q_401	A.243	3903856	question	2^k
q_402	A.243	3903856	question	2^k-1
q_403	A.243	3903856	question	2^k+1
q_404	A.244	3675881	question	R
q_405	A.244	3675881	question	\Bbb{R}
q_406	A.244	3675881	question	aRb \Leftrightarrow (a-b)\in \Bbb{Z}
q_407	A.244	3675881	question	|\Bbb{R}/R|
q_408	A.244	3675881	question	\Bbb{R}/R
q_409	A.244	3675881	question	\Bbb{R}
q_410	A.244	3675881	question	R
q_411	A.245	3555629	question	 f(f(z)) = \sin z 
q_412	A.245	3555629	question	 z \in \mathbb{Z} 
q_413	A.246	3877955	title	n
q_414	A.246	3877955	title	n
q_415	A.246	3877955	title	A_1A_2\ldots A_n
q_416	A.246	3877955	title	\frac1{A_1A_2}=\frac1{A_1A_3}+\frac1{A_1A_4}
q_417	A.246	3877955	question	n
q_418	A.246	3877955	question	n
q_419	A.246	3877955	question	A_1A_2 ...A_n
q_420	A.246	3877955	question	\frac{1}{A_1A_2}=\frac{1}{A_1A_3}+\frac{1}{A_1A_4}
q_421	A.246	3877955	question	2\sin(\theta)
q_422	A.246	3877955	question	\theta
q_423	A.246	3877955	question	\theta=\frac{180^\circ}{n}
q_424	A.246	3877955	question	\csc(\theta)=\csc(2\theta)+\csc(3\theta)
q_425	A.247	3680898	title	x^2+(y-8)^2=25
q_426	A.247	3680898	title	(0,-5)
q_427	A.247	3680898	question	C
q_428	A.247	3680898	question	x^2 + (y − 8)^2 = 25
q_429	A.247	3680898	question	E = (0, −5)
q_430	A.247	3680898	question	AB
q_431	A.247	3680898	question	A'B'
q_432	A.247	3680898	question	A
q_433	A.247	3680898	question	B
q_434	A.247	3680898	question	P
q_435	A.247	3680898	question	C
q_436	A.247	3680898	question	x = 5 \cos\theta
q_437	A.247	3680898	question	y = 8 + 5 \sin \theta
q_438	A.247	3680898	question	A
q_439	A.247	3680898	question	B
q_440	A.248	3595995	title	\ne e
q_441	A.248	3595995	title	2
q_442	A.248	3595995	question	G
q_443	A.248	3595995	question	M:=\{g\in G:g^2=e\}
q_444	A.248	3595995	question	M
q_445	A.248	3595995	question	G
q_446	A.248	3595995	question	M
q_447	A.248	3595995	question	2
q_448	A.248	3595995	question	G
q_449	A.248	3595995	question	M
q_450	A.248	3595995	question	e
q_451	A.248	3595995	question	M=2
q_452	A.248	3595995	question	2
q_453	A.248	3595995	question	M=4
q_454	A.248	3595995	question	a,b\in M
q_455	A.248	3595995	question	ab
q_456	A.248	3595995	question	a,b,e
q_457	A.248	3595995	question	c
q_458	A.248	3595995	question	abc=c^2=e
q_459	A.248	3595995	question	M=8
q_460	A.248	3595995	question	e,a,b,c,d,f,g,h
q_461	A.248	3595995	question	ab=c
q_462	A.248	3595995	question	df=g
q_463	A.248	3595995	question	h
q_464	A.249	3918415	title	g*g=e
q_465	A.249	3918415	title	g
